code,tradeStatus,code_name,is_etf,is_index,ipoDate,outDate,type,status
sz.399974,1,中证国有企业改革指数,False,True,2014-08-07,,2,1
sz.399982,1,中证500等权重指数,False,True,2011-06-13,,2,1
sz.399990,1,中证煤炭等权指数,False,True,2015-01-21,,2,1
sz.399991,1,中证一带一路主题指数,False,True,2015-02-16,,2,1
sz.399992,1,中证万得并购重组指数,False,True,2015-05-08,,2,1
sz.399993,1,中证万得生物科技指数,False,True,2015-05-08,,2,1
sz.399994,1,中证信息安全主题指数,False,True,2015-03-12,,2,1
sz.399995,1,中证基建工程指数,False,True,2015-03-12,,2,1
sz.399996,1,中证智能家居指数,False,True,2014-09-17,,2,1
sz.399997,1,中证白酒指数,False,True,2015-01-21,,2,1
sz.399998,1,中证煤炭指数,False,True,2015-02-13,,2,1
