date,close,open,high,low,volume,amount
2015-07-13,0.958,0.95,0.987,0.902,529344,49614505.0
2015-07-14,0.9735579547532637,0.9765783000110297,0.9816122087739733,0.959463010217022,286423,27593315.0
2015-07-15,0.974323266480805,0.974323266480805,0.9915231579970809,0.9712879915073446,164838,15926968.0
2015-07-16,0.9704711765713019,0.9674572909297762,0.974489690760003,0.9654480338354255,109387,10564361.0
2015-07-17,0.9693900155741825,0.9488064055367125,0.9791917346396445,0.9488064055367125,64956,6379479.0
2015-07-20,0.9720023130682257,0.9700386720317242,0.9788750566959807,0.9631659284039691,56197,5570725.0
2015-07-21,0.9718443943429804,0.965978130393224,0.9728221050012732,0.965978130393224,162175,16113324.0
2015-07-22,0.9772222112850829,0.9655189512696927,0.9772222112850829,0.9655189512696927,158205,15801523.0
2015-07-23,0.9899673426496293,0.9879992167199083,0.9919354685793501,0.9820948389307456,233149,23390138.0
2015-07-24,0.9944107083679165,0.9884857190429835,0.9983607012512051,0.9884857190429835,80400,8096419.0
2015-07-27,1.006209410107316,1.0122892252741276,1.0143158303297313,0.9960763848292966,136624,13597617.0
2015-07-28,1.0124798572849738,1.0269734339741248,1.0269734339741248,0.9834927039066719,16708,1630480.0
2015-07-29,1.0187446561890199,1.0094645935314277,1.0218380104082172,1.0094645935314277,29211,2889097.0
2015-07-30,1.0176610404133997,1.0228111468932246,1.0228111468932246,1.0156009978214697,5740,569071.0
2015-07-31,1.012904843318907,1.0159898326894214,1.0283297901714792,1.012904843318907,19369,1915272.0
2015-08-03,1.01641251642354,1.0205150896482567,1.0205150896482567,1.0051304400555694,54627,5406127.0
2015-08-04,1.0272553434320502,1.0262156113030703,1.0324540040769492,1.0262156113030703,4801,474500.0
2015-08-05,1.0142468990775613,1.0142468990775613,1.0214474348722296,1.0132182511068943,12214,1207690.0
2015-08-06,1.0223376828548723,1.0192428160046558,1.0274957942718999,1.0192428160046558,5978,591900.0
2015-08-07,1.0276711529304876,1.0329143730985002,1.0350116611657054,1.0255738648632826,11569,1133828.0
2015-08-10,1.024755176805223,1.0289593006075008,1.0289593006075008,1.0216020839535147,10425,1016154.0
2015-08-11,1.0364944951022914,1.01481482936808,1.042688685312066,1.01481482936808,59323,5902757.0
2015-08-12,1.049659236814196,1.0549498579674934,1.0687054729660663,1.0464848641222175,45510,4530558.0
2015-08-13,1.040603049175628,1.0374781150940193,1.0520611408081926,1.0364364704001499,50850,5100234.0
2015-08-14,1.0548674712793615,1.0453736640378473,1.0654161459921552,1.0453736640378473,32417,3245488.0
2015-08-17,1.062459519831897,1.0678092656517957,1.0678092656517957,1.061389570667917,6375,633380.0
2015-08-18,1.0722595353112552,1.0711851269592398,1.0765571687193163,1.0701107186072245,22365,2236998.0
2015-08-19,1.0831546981484665,1.0853318935216294,1.0853318935216294,1.0766231120289782,6056,601262.0
2015-08-20,1.0951416036579256,1.0951416036579256,1.0951416036579256,1.0840683821851458,17570,1731559.0
2015-08-21,1.0828027720021711,1.1103316560361245,1.1103316560361245,1.081655735167423,17352,1649536.0
2015-08-24,1.0892604725470438,1.1372789156523662,1.152442634527731,1.0816786131093614,28200,2484567.0
2015-08-25,1.094607915823409,1.0626018364133678,1.1266139952334502,1.0062711366516954,46238,3958549.0
2015-08-26,1.0977430124457914,1.0913607856292462,1.1207190289853546,1.0785963319961556,23317,2004056.0
2015-08-27,1.084309787003761,1.0818975294130964,1.0855159157990932,1.0734546278457702,2963,264778.0
2015-08-28,1.089657307893905,1.0872910596682939,1.094389804345127,1.0837416873298773,13401,1231325.0
2015-08-31,1.09058453669995,1.081193065985634,1.0999760074142662,1.0800191321463444,10852,1002482.0
2015-09-01,1.097029796302972,1.1054777705319279,1.1163394516834424,1.0897886755352957,14922,1367439.0
2015-09-02,1.1012638614858188,1.0791895301865484,1.1037165649635154,1.0791895301865484,3287,294165.0
2015-09-07,1.0977764027270631,1.0808875349928004,1.100189098117672,1.0808875349928004,4063,368365.0
2015-09-08,1.0964951883085046,1.0988918991026215,1.0988918991026215,1.0845116343379197,1973,180220.0
2015-09-09,1.0930084122835086,1.115581412102407,1.115581412102407,1.0906323070394142,5606,517654.0
2015-09-10,1.076277121307989,1.076277121307989,1.080987305646317,1.076277121307989,3730,341507.0
2015-09-11,1.0716848949001994,1.0705200200144382,1.0833336437578103,1.0705200200144382,30594,2826736.0
2015-09-14,1.0604061054337173,1.0638304523834494,1.0672547993331816,1.0604061054337173,9374,874128.0
2015-09-15,1.0588452497484313,1.0820655403130899,1.0820655403130899,1.044913075409636,5904,545351.0
2015-09-16,1.0447809087712852,1.0392235635118634,1.047003846875054,1.0392235635118634,9844,922463.0
2015-09-17,1.0251377764045886,1.0294954290141725,1.0294954290141725,1.0229589500997966,16790,1579893.0
2015-09-18,1.030537431490876,1.0272762370874238,1.0337986258943281,1.0272762370874238,9210,874034.0
2015-09-21,1.0401029491834695,1.033414184236952,1.0401029491834695,1.033414184236952,1665,155126.0
2015-09-22,1.0468800491867658,1.0491193647999997,1.053597996026467,1.0424014179602983,10817,1012626.0
2015-09-23,1.0049785081157545,1.0006373482534834,1.0049785081157545,0.9908697385633735,3104,284256.0
2015-09-24,1.0103871768497341,1.0159084182532845,1.0159084182532845,1.0103871768497341,50111,4590163.0
2015-09-25,0.997684367248172,0.9715155969596954,0.9987747326768585,0.9715155969596954,3094,281895.0
2015-09-28,0.977993290021097,0.9801522156061325,0.9801522156061325,0.9736754388510259,3522,319162.0
2015-09-29,0.9889961502435304,0.9855897341118075,0.9958089825069761,0.9855897341118075,15249,1331798.0
2015-09-30,0.9790711327785814,0.9746106720369934,0.9790711327785814,0.9734955568515963,8227,720268.0
2015-10-08,0.9844918211280511,1.0185867759723126,1.0185867759723126,0.9791644844336352,11228,1035744.0
2015-10-09,0.9759625542741268,0.9770153725635272,0.9791210091423279,0.9717512811165254,8326,772795.0
2015-10-12,0.9953195387760913,0.9942481506826831,0.9974623149629074,0.9899625983090509,6610,613605.0
2015-10-13,0.9979425607022298,0.9947233911515775,1.0011617302528821,0.9947233911515775,4187,389411.0
2015-10-14,1.0269746097087369,1.028080072151911,1.028080072151911,1.0247636848223887,2884,267646.0
2015-10-15,0.9781171172735437,0.9791733992576405,0.9833985271940272,0.977060835289447,6149,569608.0
2015-10-16,0.9849256697241698,0.9775989112883898,0.9859723495007098,0.9775989112883898,6903,648316.0
2015-10-19,0.9638535460534967,0.9607839487730716,0.9658999442404468,0.9607839487730716,6620,623609.0
2015-10-20,0.989224415830213,0.9850548714010025,0.9933939602594236,0.9840124852936998,13024,1235198.0
2015-10-21,0.9933119325385285,0.9975164274910724,1.0017209224436165,0.9933119325385285,12770,1212483.0
2015-10-22,1.0223685368179511,1.0223685368179511,1.0267190412299423,1.0201932846119555,2097,197121.0
2015-10-23,1.0099607608255867,0.989136827612688,1.018290334110746,0.989136827612688,31458,3052820.0
2015-10-26,1.0003726760802896,1.005450709969022,1.0064663167467685,0.9983414625247966,8021,792626.0
2015-10-27,0.9959675000138271,0.9777300483350387,0.9990070752936251,0.9777300483350387,7880,775914.0
2015-10-28,1.005230120714852,1.0021808888016623,1.005230120714852,1.0021808888016623,14878,1469187.0
2015-10-29,0.9998851713362239,0.9978793836304342,1.0028938528949087,0.9958735959246442,9472,944198.0
2015-10-30,1.030772612410876,1.0297377001494192,1.0328424369337894,1.0287027878879627,6240,621190.0
2015-11-02,1.040465751258342,1.04363146855426,1.04363146855426,1.040465751258342,3051,301392.0
2015-11-03,1.067952275752237,1.0690212970492865,1.071159339643385,1.067952275752237,8443,844390.0
2015-11-04,1.1000370783138367,1.0879366704523845,1.1011371153921503,1.0879366704523845,11086,1106068.0
2015-11-05,1.0951891967087541,1.0885783967286207,1.0995963966955098,1.0819675967484876,4695,467170.0
2015-11-06,1.0842672944042642,1.078845957932243,1.0842672944042642,1.0777616906378387,4096,408083.0
2015-11-09,1.0850256121916322,1.0828598924068185,1.0893570517612596,1.0763627330523777,60012,6005856.0
2015-11-10,1.07784017460984,1.080013239478005,1.0810997719120874,1.07784017460984,2996,297240.0
2015-11-11,1.0636369938512569,1.0657857554549968,1.0657857554549968,1.060413851445647,1401,138516.0
2015-11-12,1.0494221521897222,1.04517777543668,1.0557887173192857,1.0441166812484193,2168,214773.0
2015-11-13,1.030975267350012,1.0330664950728317,1.0330664950728317,1.0173822871516853,4390,429142.0
2015-11-16,1.0401822698518717,1.0283742151889506,1.0401822698518717,1.0283742151889506,247,23762.0
2015-11-17,1.0470381448854569,1.04918151877468,1.055611640442349,1.0448947709962337,2678,262339.0
2015-11-18,1.1040817510182366,1.1018239151265838,1.1040817510182366,1.0950504074516252,715,69361.0
2015-11-19,1.1512803846902284,1.1374650200739456,1.1512803846902284,1.1374650200739456,4536,452320.0
2015-11-20,1.1150175790238257,1.116134831107016,1.116134831107016,1.1049623102751138,1254,124635.0
2015-11-23,1.1069325819105045,1.1047187167466834,1.1091464470743255,1.088114728018026,8268,824962.0
2015-11-24,1.0852778484104841,1.0766388207614455,1.0863577268666142,1.0766388207614455,20208,2024393.0
2015-11-25,1.099796468411527,1.0953840452684516,1.1031057857688333,1.0953840452684516,4480,446480.0
2015-11-26,1.083228818303498,1.0799888517482534,1.0864687848587429,1.0799888517482534,11085,1112558.0
2015-11-27,1.1005684322571379,1.1016668039460171,1.1082570340792934,1.1005684322571379,11543,1160366.0
2015-11-30,1.0851379669681969,1.0927415363063122,1.0927415363063122,1.0807930702035595,3226,322257.0
2015-12-01,1.1317800766830384,1.1227798375046445,1.1340301364776368,1.1227798375046445,17259,1732737.0
2015-12-02,1.1237124978916235,1.1137681395032022,1.1248174266014483,1.1137681395032022,17083,1729304.0
2015-12-03,1.1376023024774875,1.1546322770654736,1.1546322770654736,1.1364669708382882,1904,190857.0
2015-12-04,1.1222211217558238,1.1267325634513248,1.1267325634513248,1.117709680060323,425,42186.0
2015-12-07,1.111899516365879,1.1251759285015908,1.1251759285015908,1.108580413331951,1673,168161.0
2015-12-08,1.144355949596644,1.1489288005440832,1.1489288005440832,1.139783098649205,2867,286063.0
2015-12-09,1.1744780629553633,1.166321965295951,1.1744780629553633,1.166321965295951,6295,632179.0
2015-12-10,1.179331055490784,1.1816968148799332,1.1816968148799332,1.174599536712486,874,86947.0
2015-12-11,1.2138291367795644,1.2065606988347766,1.2138291367795644,1.2065606988347766,247,24730.0
2015-12-14,1.1990977366241546,1.186936501972794,1.2003138600892906,1.186936501972794,8296,817963.0
2015-12-15,1.1877140758299987,1.1997720867521307,1.1997720867521307,1.1877140758299987,279,27510.0
2015-12-16,1.1824839353576022,1.1931905303457493,1.1931905303457493,1.1812943136922525,730,72578.0
2015-12-17,1.1898510036033298,1.1946009078093314,1.1993508120153324,1.1886635275518294,4928,494013.0
2015-12-18,1.1915465213272882,1.1951319170785237,1.1951319170785237,1.1855708617418956,3387,337466.0
2015-12-21,1.1837972617705141,1.1826002979062367,1.1837972617705141,1.1742215508562936,1828,180336.0
2015-12-22,1.187382682576104,1.198198921587425,1.198198921587425,1.1801718565685568,4138,409427.0
2015-12-23,1.1711296185481772,1.174685680142959,1.1758710340078864,1.1711296185481772,1721,170264.0
