date,close,open,high,low,volume,amount
2022-12-22,0.984,0.98,0.9859999999999999,0.976,1241937,121988717.0
2022-12-23,1.0128310443238049,1.0276632981109737,1.0276632981109737,1.010712150925638,297911,28554305.0
2022-12-26,1.00696510949091,0.9853210283247799,1.00696510949091,0.9853210283247799,216264,21004024.0
2022-12-27,0.991756292159976,0.9827585032190085,0.9947555551402983,0.9787594859119118,439132,43497152.0
2022-12-28,0.9935003548198912,1.0006478393869407,1.0057531855062618,0.9914582163721627,148290,14444250.0
2022-12-29,1.0020454061820216,1.0082628544106589,1.0082628544106589,0.9958279579533845,91509,8845961.0
2022-12-30,0.9808335206276031,0.9879854317155128,0.9951373428034224,0.9798118190436159,115541,11133372.0
2023-01-03,0.9578777959128151,0.9558696663616352,0.9639021845663548,0.9428168242789657,182316,17289695.0
2023-01-04,0.9416963860098553,0.9271490679973446,0.9426662072106893,0.9271490679973446,166951,16169459.0
2023-01-05,0.9382807248626746,0.9382807248626746,0.9421300816826239,0.9353937072477124,98013,9560021.0
2023-01-06,0.9451044779776234,0.9336021922415875,0.949897097034305,0.9316851446189147,133381,13132211.0
2023-01-09,0.9519396499920989,0.9500338649070297,0.9576570052473066,0.9452694021943565,375755,37526844.0
2023-01-10,0.9451002233107844,0.9375919792328438,0.9469772843302695,0.9366534487231012,507404,51039920.0
2023-01-11,0.9459531033146413,0.9506593376594904,0.9563068188733092,0.9421881158387622,226166,22823164.0
2023-01-12,0.9485206341009854,0.9513576848510383,0.955140419184442,0.9447378997675818,102791,10300542.0
2023-01-13,0.9279329650713669,0.9362843617570091,0.9372122947220806,0.9260770991412242,66896,6703908.0
2023-01-16,0.9193260894091624,0.9066457295552429,0.9193260894091624,0.8984940696491519,247834,25020416.0
2023-01-17,0.9175776186101766,0.9086430750988799,0.924725253419214,0.9041758033432316,282286,28992456.0
2023-01-18,0.9123845867629564,0.9159451119795924,0.9159451119795924,0.9034832737213666,129479,13265065.0
2023-01-19,0.9106251114372274,0.8897909811469571,0.9184379102960788,0.8897909811469571,230195,23925675.0
2023-01-20,0.9226490674744254,0.9235244460963175,0.9305274750714556,0.9147706598773951,92562,9738654.0
2023-01-30,0.9321062048303819,0.9382098001847436,0.9416975689586647,0.9190270719281783,170777,18248074.0
2023-01-31,0.9377122094872834,0.9592688120042324,0.9592688120042324,0.9350176341726646,72695,7647628.0
2023-02-01,0.9343191815608954,0.9298911285677159,0.9369760133568034,0.9245774649759004,88693,9328300.0
2023-02-02,0.9203110658027744,0.9126418069210845,0.9279803246844642,0.9066768277908814,267150,28786278.0
2023-02-03,0.9306975298590267,0.9281146504977158,0.9358632885816484,0.920366012413783,145175,15636203.0
2023-02-06,0.9272865318219016,0.9422427662061258,0.944002323192505,0.9272865318219016,82923,8825900.0
2023-02-07,0.9961907959287742,0.9961907959287742,1.005633362714829,0.9914695125357469,71504,7549228.0
2023-02-08,1.0226338380333078,1.028416875760169,1.0322722342447432,1.0216699984121642,71896,7658063.0
2023-02-09,1.0118387098765904,0.9893325661907348,1.0118387098765904,0.9818305182954495,179092,19125801.0
2023-02-10,1.0127518162133544,1.0203167224035568,1.0203167224035568,1.008023749844478,112799,12092981.0
2023-02-13,1.0664881734785963,1.0694923655165642,1.0785049416304677,1.058476994710682,100390,10732435.0
2023-02-14,1.0466241068805764,1.0466241068805764,1.060254560365533,1.0300728419345582,132121,14215957.0
